qid,uid,label
493:1,10615:1,
728:1,12120:1,
82:1,33462:1,
3429:1,18873:1,
2061:1,31970:1,
1138:1,8131:1,
828:1,16133:1,
149:1,12027:1,
3715:1,15352:1,
3788:1,8309:1,
3915:1,16541:1,
2279:1,16730:1,
348:1,13982:1,
3646:1,16843:1,
568:1,9784:1,
422:1,17763:1,
78:1,17116:1,
985:1,13514:1,
366:1,11376:1,
128:1,18999:1,
2256:1,28043:1,
545:1,15439:1,
1758:1,13916:1,
7762:1,35547:1,
1897:1,14140:1,
4245:1,19916:1,
96:1,14421:1,
3188:1,11309:1,
1580:1,7891:1,
228:1,21347:1,
3151:1,13521:1,
238:1,35548:1,
1655:1,8718:1,
748:1,19650:1,
5702:1,15625:1,
1902:1,14999:1,
748:1,9088:1,
1001:1,10719:1,
1361:1,21356:1,
473:1,9160:1,
4231:1,11272:1,
725:1,10030:1,
432:1,18108:1,
624:1,10481:1,
735:1,23351:1,
644:1,25783:1,
4565:1,28196:1,
65:1,12693:1,
294:1,16478:1,
247:1,10470:1,
91:1,27016:1,
38:1,18560:1,
1811:1,8961:1,
13:1,17922:1,
5587:1,16426:1,
399:1,15309:1,
4392:1,11403:1,
1541:1,16820:1,
508:1,10270:1,
1683:1,10131:1,
6469:1,9138:1,
498:1,7950:1,
1263:1,12179:1,
1220:1,13410:1,
2968:1,15112:1,
3242:1,13804:1,
4925:1,12669:1,
1989:1,28776:1,
1111:1,11429:1,
2222:1,8875:1,
809:1,35549:1,
1875:1,25124:1,
2832:1,8128:1,
276:1,14588:1,
1968:1,8155:1,
5021:1,8614:1,
2351:1,25584:1,
1811:1,12078:1,
342:1,20327:1,
545:1,13619:1,
2374:1,7945:1,
515:1,10015:1,
2148:1,27362:1,
222:1,12025:1,
1363:1,11221:1,
3977:1,35550:1,
1545:1,10300:1,
711:1,8702:1,
3730:1,22170:1,
2745:1,8459:1,
745:1,10909:1,
668:1,12798:1,
624:1,20446:1,
4058:1,9599:1,
2284:1,17539:1,
64:1,14157:1,
376:1,8579:1,
5680:1,10174:1,
3517:1,10414:1,
8:1,9563:1,
676:1,24649:1,
50:1,27661:1,
1580:1,14964:1,
3637:1,8706:1,
3217:1,8590:1,
3723:1,11195:1,
2043:1,10048:1,
50:1,27527:1,
56:1,13674:1,
1023:1,11384:1,
2144:1,30375:1,
319:1,13612:1,
790:1,20798:1,
562:1,8992:1,
1851:1,11517:1,
137:1,14570:1,
870:1,8329:1,
819:1,11435:1,
6123:1,14712:1,
3373:1,22774:1,
433:1,9436:1,
2044:1,10254:1,
1654:1,17847:1,
781:1,14751:1,
4520:1,15496:1,
788:1,13287:1,
579:1,9954:1,
14:1,8519:1,
995:1,9717:1,
3438:1,24097:1,
176:1,10747:1,
1109:1,22469:1,
19:1,12323:1,
1929:1,16876:1,
622:1,14341:1,
2950:1,17029:1,
5352:1,15428:1,
141:1,10020:1,
1033:1,31203:1,
4785:1,9938:1,
2541:1,9779:1,
1924:1,15617:1,
5514:1,12623:1,
3104:1,22489:1,
294:1,13849:1,
48:1,8817:1,
1030:1,8855:1,
800:1,13123:1,
36:1,8133:1,
247:1,35551:1,
5697:1,19175:1,
4598:1,19896:1,
2237:1,26012:1,
284:1,25607:1,
8:1,20193:1,
4765:1,11609:1,
6036:1,15677:1,
797:1,10025:1,
498:1,8921:1,
736:1,10542:1,
2006:1,16935:1,
5397:1,11316:1,
3926:1,15723:1,
1698:1,9625:1,
5253:1,19979:1,
859:1,24758:1,
3689:1,12892:1,
294:1,29107:1,
3926:1,12108:1,
2087:1,12016:1,
1156:1,9464:1,
1173:1,7790:1,
2284:1,11178:1,
1062:1,31026:1,
1018:1,8331:1,
1619:1,25024:1,
1508:1,8606:1,
3006:1,13668:1,
1037:1,11951:1,
834:1,8074:1,
5332:1,10950:1,
163:1,26278:1,
708:1,10586:1,
251:1,23910:1,
3777:1,14577:1,
969:1,11215:1,
4846:1,12852:1,
4764:1,35552:1,
993:1,17185:1,
1135:1,9513:1,
1989:1,23583:1,
2111:1,23366:1,
809:1,12758:1,
838:1,12380:1,
2714:1,24849:1,
3050:1,13223:1,
3793:1,21946:1,
166:1,14182:1,
5715:1,12268:1,
937:1,9258:1,
4293:1,9683:1,
7763:1,14392:1,
2223:1,10169:1,
2677:1,29539:1,
1104:1,9649:1,
1366:1,8351:1,
821:1,17023:1,
424:1,10493:1,
1402:1,34369:1,
464:1,21510:1,
788:1,15823:1,
1918:1,9403:1,
560:1,11939:1,
436:1,17040:1,
228:1,11498:1,
6234:1,14733:1,
1761:1,9842:1,
1846:1,26479:1,
4266:1,26439:1,
5326:1,16504:1,
1528:1,15674:1,
5608:1,9481:1,
300:1,8448:1,
2937:1,26553:1,
1829:1,16519:1,
2360:1,22766:1,
2033:1,10582:1,
1439:1,18436:1,
6089:1,9565:1,
1788:1,9077:1,
439:1,19594:1,
1516:1,9087:1,
11:1,9422:1,
124:1,17064:1,
1777:1,11546:1,
34:1,18894:1,
1570:1,22814:1,
153:1,23833:1,
225:1,16939:1,
80:1,9274:1,
3610:1,8195:1,
6069:1,14122:1,
1487:1,15455:1,
2726:1,13187:1,
2958:1,35553:1,
28:1,9690:1,
783:1,10390:1,
4378:1,16647:1,
258:1,14945:1,
546:1,9886:1,
614:1,8939:1,
1369:1,22345:1,
832:1,15923:1,
1304:1,23110:1,
995:1,12798:1,
613:1,8459:1,
1092:1,17391:1,
127:1,28674:1,
683:1,9132:1,
300:1,14166:1,
4900:1,10658:1,
5690:1,7799:1,
6798:1,11461:1,
79:1,17762:1,
927:1,24363:1,
867:1,26000:1,
3684:1,13534:1,
555:1,16308:1,
4688:1,19168:1,
2019:1,12426:1,
838:1,8277:1,
190:1,13849:1,
13:1,19304:1,
1995:1,10504:1,
6754:1,8442:1,
1345:1,12965:1,
1036:1,12519:1,
1332:1,9278:1,
7764:1,10436:1,
4218:1,19384:1,
1158:1,20014:1,
2539:1,21264:1,
590:1,10208:1,
2937:1,35554:1,
1606:1,10663:1,
1079:1,10791:1,
1633:1,8059:1,
2095:1,9886:1,
616:1,22337:1,
357:1,15477:1,
4541:1,15677:1,
3:1,8167:1,
5278:1,10377:1,
7435:1,8606:1,
2529:1,22028:1,
1204:1,13072:1,
1204:1,19227:1,
3188:1,35555:1,
5132:1,19981:1,
6917:1,11466:1,
2592:1,11127:1,
1311:1,11082:1,
1934:1,26490:1,
2185:1,14044:1,
985:1,9617:1,
1652:1,12596:1,
17:1,11540:1,
82:1,7843:1,
3034:1,8026:1,
1337:1,18522:1,
2189:1,10256:1,
1093:1,11316:1,
945:1,7825:1,
889:1,14462:1,
772:1,13282:1,
157:1,18421:1,
529:1,34616:1,
285:1,10333:1,
993:1,21079:1,
3811:1,11468:1,
500:1,22677:1,
1664:1,11352:1,
3629:1,12668:1,
508:1,16501:1,
1091:1,35556:1,
3188:1,35557:1,
1828:1,13661:1,
1730:1,12658:1,
3153:1,31386:1,
63:1,17514:1,
2381:1,11699:1,
296:1,11221:1,
2595:1,24299:1,
477:1,13358:1,
4086:1,14986:1,
130:1,13532:1,
1141:1,11872:1,
1382:1,8416:1,
854:1,10007:1,
775:1,15320:1,
5923:1,15126:1,
3713:1,8995:1,
933:1,9061:1,
3362:1,25166:1,
2245:1,12660:1,
253:1,13693:1,
2517:1,35558:1,
970:1,19392:1,
5785:1,22473:1,
7482:1,13837:1,
251:1,8755:1,
1000:1,8961:1,
2581:1,9625:1,
1847:1,16698:1,
5689:1,27035:1,
6896:1,20737:1,
368:1,16341:1,
5123:1,25114:1,
837:1,11009:1,
529:1,28168:1,
2349:1,18478:1,
166:1,25489:1,
535:1,9556:1,
6747:1,10200:1,
243:1,14103:1,
407:1,14737:1,
64:1,16742:1,
1013:1,16447:1,
87:1,18527:1,
568:1,21335:1,
1615:1,13748:1,
1235:1,8231:1,
2073:1,9875:1,
471:1,15151:1,
319:1,16444:1,
1717:1,17536:1,
2229:1,35429:1,
1278:1,25984:1,
310:1,13031:1,
3131:1,25164:1,
1018:1,30850:1,
4451:1,20096:1,
294:1,29898:1,
469:1,10253:1,
83:1,9801:1,
2043:1,9067:1,
1141:1,16480:1,
5771:1,15776:1,
1522:1,10407:1,
4532:1,14249:1,
2099:1,11471:1,
149:1,14896:1,
4991:1,15568:1,
8:1,10891:1,
96:1,18424:1,
6690:1,11851:1,
80:1,7865:1,
2122:1,12493:1,
4609:1,11125:1,
19:1,16468:1,
14:1,17461:1,
4403:1,15179:1,
29:1,8239:1,
1158:1,24379:1,
274:1,8920:1,
2296:1,15642:1,
1739:1,13765:1,
1842:1,19344:1,
2253:1,12085:1,
130:1,15927:1,
6032:1,9007:1,
1501:1,23152:1,
1664:1,17695:1,
3233:1,22544:1,
561:1,17012:1,
2995:1,14239:1,
3356:1,8132:1,
1220:1,25613:1,
731:1,11807:1,
2513:1,10806:1,
1262:1,20277:1,
191:1,21940:1,
485:1,16096:1,
4726:1,22370:1,
7384:1,14974:1,
498:1,13533:1,
851:1,12493:1,
836:1,35548:1,
474:1,9587:1,
469:1,13822:1,
757:1,14559:1,
3065:1,9345:1,
407:1,20962:1,
1766:1,11667:1,
976:1,13505:1,
410:1,10536:1,
5706:1,11463:1,
2405:1,15244:1,
1494:1,13757:1,
834:1,12668:1,
1002:1,17309:1,
796:1,25329:1,
1596:1,19311:1,
4634:1,24606:1,
517:1,8223:1,
6639:1,14865:1,
126:1,11187:1,
655:1,11393:1,
225:1,17082:1,
1076:1,15469:1,
40:1,13480:1,
788:1,8405:1,
474:1,18561:1,
1037:1,24879:1,
593:1,13245:1,
517:1,12291:1,
75:1,23349:1,
605:1,11424:1,
335:1,8736:1,
925:1,13005:1,
1864:1,33905:1,
109:1,23371:1,
3751:1,15043:1,
624:1,7910:1,
3894:1,10007:1,
5425:1,20255:1,
332:1,9778:1,
2109:1,8633:1,
358:1,26049:1,
88:1,9645:1,
2654:1,24570:1,
2714:1,10905:1,
5839:1,14419:1,
562:1,9463:1,
1344:1,14700:1,
64:1,9739:1,
48:1,14434:1,
4228:1,8763:1,
2527:1,7976:1,
51:1,8159:1,
4284:1,24831:1,
1483:1,9871:1,
5406:1,14975:1,
705:1,10643:1,
3139:1,7866:1,
5823:1,35559:1,
1037:1,12267:1,
2468:1,10425:1,
1219:1,33903:1,
6125:1,35560:1,
832:1,14558:1,
2449:1,11757:1,
535:1,10796:1,
2435:1,9722:1,
251:1,8459:1,
3505:1,9790:1,
978:1,15156:1,
616:1,8499:1,
19:1,25094:1,
2989:1,21796:1,
2440:1,16411:1,
4318:1,15759:1,
5779:1,17606:1,
246:1,23954:1,
5462:1,30093:1,
415:1,16522:1,
1023:1,13574:1,
2758:1,13205:1,
5317:1,16201:1,
677:1,11089:1,
58:1,16123:1,
831:1,24355:1,
166:1,11580:1,
2733:1,18414:1,
2951:1,22065:1,
251:1,9669:1,
5739:1,18118:1,
1968:1,34441:1,
3140:1,8534:1,
4648:1,13521:1,
508:1,9279:1,
2378:1,10938:1,
1711:1,14967:1,
130:1,14553:1,
587:1,8614:1,
1897:1,16455:1,
6854:1,8908:1,
855:1,23960:1,
1330:1,15352:1,
6:1,13380:1,
41:1,18686:1,
2579:1,8001:1,
3048:1,15956:1,
330:1,10815:1,
2325:1,8416:1,
441:1,15066:1,
69:1,25507:1,
2808:1,30670:1,
4270:1,35561:1,
4690:1,23131:1,
1910:1,11627:1,
920:1,14926:1,
141:1,8532:1,
3290:1,35562:1,
335:1,11213:1,
1012:1,18100:1,
820:1,16565:1,
1206:1,16593:1,
315:1,13535:1,
3451:1,22905:1,
672:1,13439:1,
31:1,12226:1,
6066:1,11166:1,
19:1,28220:1,
614:1,8058:1,
518:1,13378:1,
1452:1,20918:1,
46:1,14000:1,
567:1,10224:1,
3134:1,11137:1,
3048:1,13757:1,
348:1,7891:1,
1550:1,12415:1,
676:1,21531:1,
3413:1,30930:1,
2226:1,8706:1,
3143:1,9381:1,
4934:1,11468:1,
2249:1,16844:1,
3140:1,8925:1,
3411:1,10966:1,
747:1,9228:1,
389:1,13938:1,
2572:1,20105:1,
166:1,17278:1,
1243:1,8904:1,
46:1,19980:1,
1433:1,12409:1,
5800:1,11724:1,
354:1,18651:1,
6020:1,11611:1,
28:1,9274:1,
47:1,23614:1,
393:1,13251:1,
1540:1,14503:1,
162:1,10183:1,
676:1,12895:1,
265:1,19333:1,
1065:1,11340:1,
2840:1,11046:1,
4231:1,17800:1,
795:1,30751:1,
5849:1,18593:1,
70:1,7789:1,
160:1,10745:1,
7160:1,19953:1,
732:1,11152:1,
3948:1,11627:1,
517:1,9641:1,
1693:1,14726:1,
1431:1,19608:1,
1828:1,15226:1,
315:1,10667:1,
2259:1,13492:1,
5630:1,10200:1,
2533:1,13090:1,
1259:1,11745:1,
4560:1,14598:1,
2519:1,21770:1,
4816:1,10204:1,
323:1,31678:1,
96:1,18552:1,
427:1,20870:1,
2249:1,7966:1,
1493:1,11328:1,
690:1,18565:1,
4400:1,14392:1,
5170:1,9711:1,
393:1,11477:1,
555:1,13506:1,
1310:1,9978:1,
185:1,16774:1,
183:1,15923:1,
4988:1,15713:1,
3396:1,28880:1,
3697:1,8142:1,
4220:1,9501:1,
1498:1,12871:1,
460:1,9363:1,
744:1,26977:1,
834:1,10640:1,
2670:1,12001:1,
1355:1,18580:1,
5937:1,9639:1,
1037:1,9918:1,
851:1,16529:1,
1841:1,7790:1,
580:1,9575:1,
228:1,8340:1,
1710:1,12608:1,
292:1,14027:1,
4059:1,22946:1,
6111:1,28793:1,
716:1,21698:1,
3400:1,14367:1,
1936:1,27035:1,
348:1,10666:1,
322:1,18555:1,
4183:1,15234:1,
433:1,9404:1,
469:1,29034:1,
1348:1,19537:1,
1286:1,13235:1,
3006:1,16521:1,
434:1,16235:1,
3664:1,11417:1,
946:1,15868:1,
521:1,8893:1,
2511:1,21459:1,
292:1,16285:1,
836:1,28860:1,
25:1,7912:1,
1023:1,10036:1,
3884:1,18667:1,
2912:1,13230:1,
2502:1,11241:1,
722:1,10162:1,
1627:1,9825:1,
1141:1,24721:1,
265:1,18599:1,
368:1,16921:1,
62:1,19839:1,
1353:1,21471:1,
519:1,21735:1,
828:1,9996:1,
130:1,14556:1,
163:1,11892:1,
969:1,14714:1,
1307:1,8171:1,
2518:1,15397:1,
4743:1,8856:1,
146:1,34886:1,
2140:1,30574:1,
1613:1,12075:1,
774:1,20693:1,
29:1,16987:1,
3899:1,16063:1,
2594:1,14615:1,
463:1,10704:1,
977:1,23940:1,
3517:1,8454:1,
1910:1,13680:1,
7543:1,9222:1,
3058:1,10579:1,
498:1,18365:1,
1080:1,19763:1,
392:1,8448:1,
4206:1,10899:1,
1838:1,8431:1,
2113:1,17182:1,
2726:1,9256:1,
1982:1,12994:1,
1222:1,12351:1,
473:1,9969:1,
2834:1,24353:1,
1158:1,18051:1,
3612:1,18962:1,
36:1,16193:1,
2439:1,15541:1,
4513:1,11078:1,
46:1,9333:1,
549:1,12089:1,
1953:1,13553:1,
1978:1,24701:1,
101:1,9022:1,
5491:1,9071:1,
1845:1,14070:1,
2991:1,19486:1,
1226:1,16175:1,
1688:1,9794:1,
4677:1,9656:1,
6519:1,17211:1,
2043:1,10846:1,
3560:1,11574:1,
575:1,21884:1,
2445:1,27133:1,
3914:1,14166:1,
294:1,14005:1,
2197:1,7819:1,
251:1,8964:1,
96:1,23623:1,
468:1,10454:1,
79:1,9729:1,
3496:1,22343:1,
521:1,18482:1,
713:1,23999:1,
1951:1,35563:1,
29:1,9993:1,
2301:1,14975:1,
2796:1,33985:1,
6896:1,9260:1,
1503:1,16696:1,
188:1,23935:1,
1760:1,11850:1,
502:1,18139:1,
1009:1,19417:1,
5390:1,10388:1,
821:1,10332:1,
1343:1,10702:1,
842:1,11214:1,
562:1,11413:1,
2079:1,11720:1,
5603:1,20929:1,
6910:1,11064:1,
887:1,11531:1,
215:1,22987:1,
1055:1,13540:1,
1877:1,35564:1,
176:1,23810:1,
159:1,28147:1,
1934:1,14728:1,
4097:1,35565:1,
1039:1,19913:1,
1530:1,7971:1,
469:1,10180:1,
434:1,16475:1,
4423:1,25283:1,
5649:1,18233:1,
488:1,35566:1,
3482:1,13161:1,
4865:1,12747:1,
286:1,19873:1,
4514:1,18413:1,
2571:1,21282:1,
634:1,8703:1,
2164:1,13779:1,
796:1,8931:1,
234:1,12349:1,
1005:1,12831:1,
19:1,12931:1,
882:1,13770:1,
3819:1,17917:1,
1358:1,13444:1,
1418:1,24308:1,
17:1,16638:1,
1926:1,13635:1,
410:1,15091:1,
36:1,11112:1,
3704:1,9259:1,
404:1,8736:1,
3676:1,18685:1,
252:1,22596:1,
1005:1,15841:1,
567:1,28635:1,
2303:1,12153:1,
727:1,18691:1,
2431:1,23989:1,
2044:1,8375:1,
2140:1,28949:1,
5154:1,9271:1,
137:1,11425:1,
796:1,20593:1,
86:1,24686:1,
5785:1,18706:1,
1978:1,30743:1,
4828:1,8089:1,
500:1,12782:1,
13:1,17758:1,
597:1,18648:1,
6452:1,8503:1,
1563:1,14559:1,
1355:1,11237:1,
500:1,11069:1,
672:1,7803:1,
1158:1,11481:1,
322:1,20806:1,
4186:1,21260:1,
791:1,10214:1,
389:1,31372:1,
2091:1,30450:1,
436:1,23452:1,
7288:1,11771:1,
2997:1,13000:1,
674:1,24655:1,
828:1,14507:1,
124:1,14014:1,
6514:1,23508:1,
1435:1,13279:1,
1622:1,15214:1,
1929:1,23336:1,
196:1,9018:1,
69:1,13649:1,
1416:1,12513:1,
4298:1,26753:1,
1307:1,14609:1,
5324:1,17926:1,
373:1,16933:1,
1092:1,8751:1,
4937:1,10150:1,
2223:1,10403:1,
4402:1,26010:1,
153:1,17842:1,
190:1,10697:1,
5547:1,18261:1,
6070:1,27107:1,
1429:1,12228:1,
3734:1,8365:1,
4635:1,26439:1,
1702:1,12783:1,
4497:1,17799:1,
1032:1,11985:1,
296:1,13617:1,
834:1,10390:1,
2284:1,22935:1,
528:1,11626:1,
120:1,8273:1,
2071:1,20171:1,
27:1,15552:1,
2417:1,8439:1,
1166:1,19180:1,
7219:1,19904:1,
130:1,12589:1,
5540:1,23892:1,
546:1,8705:1,
5007:1,8296:1,
109:1,18918:1,
322:1,11204:1,
6274:1,8425:1,
460:1,13419:1,
1952:1,11384:1,
2314:1,24105:1,
1084:1,8785:1,
434:1,11277:1,
1431:1,16582:1,
109:1,15696:1,
420:1,10492:1,
1146:1,18999:1,
2860:1,12341:1,
7322:1,9820:1,
1595:1,15929:1,
367:1,15284:1,
1131:1,9019:1,
87:1,9462:1,
1969:1,13364:1,
3889:1,11626:1,
5120:1,28347:1,
7113:1,8373:1,
119:1,11679:1,
433:1,13031:1,
1932:1,7968:1,
4973:1,10625:1,
1844:1,16390:1,
1761:1,14441:1,
3718:1,11137:1,
1459:1,30349:1,
44:1,27060:1,
137:1,21175:1,
2087:1,17991:1,
3022:1,11150:1,
36:1,11449:1,
178:1,25538:1,
5379:1,8483:1,
1842:1,18471:1,
996:1,15901:1,
3401:1,17306:1,
351:1,11282:1,
3346:1,11013:1,
2535:1,9422:1,
1141:1,18771:1,
166:1,12840:1,
1190:1,16340:1,
4878:1,9807:1,
5927:1,27641:1,
676:1,21143:1,
498:1,14569:1,
1704:1,11527:1,
1584:1,15768:1,
1611:1,16038:1,
2593:1,8135:1,
498:1,9620:1,
745:1,17758:1,
1528:1,20537:1,
789:1,11432:1,
6981:1,22277:1,
1503:1,14308:1,
250:1,9693:1,
497:1,10285:1,
3793:1,15335:1,
2429:1,12089:1,
1647:1,12222:1,
2972:1,11516:1,
284:1,13574:1,
19:1,24208:1,
4031:1,24172:1,
2582:1,14044:1,
1057:1,14447:1,
2565:1,10010:1,
1702:1,17651:1,
769:1,15218:1,
192:1,13131:1,
590:1,29040:1,
572:1,7825:1,
36:1,16961:1,
991:1,11789:1,
6978:1,12511:1,
2021:1,16814:1,
702:1,13818:1,
209:1,14140:1,
4098:1,12026:1,
4320:1,12004:1,
182:1,8669:1,
1857:1,26894:1,
450:1,15656:1,
3582:1,16965:1,
88:1,7902:1,
1538:1,8147:1,
3150:1,12116:1,
300:1,11729:1,
585:1,7971:1,
6079:1,11603:1,
353:1,15067:1,
473:1,9259:1,
230:1,8384:1,
209:1,20834:1,
180:1,19110:1,
82:1,13095:1,
1022:1,27756:1,
3704:1,8327:1,
2613:1,8271:1,
1355:1,17456:1,
1111:1,13841:1,
1058:1,9752:1,
46:1,16244:1,
1614:1,25633:1,
1134:1,12603:1,
88:1,11775:1,
832:1,9273:1,
1437:1,10156:1,
1310:1,12703:1,
834:1,9887:1,
759:1,28886:1,
379:1,20548:1,
378:1,14898:1,
1383:1,16656:1,
656:1,11250:1,
46:1,7841:1,
2470:1,8819:1,
19:1,15412:1,
2591:1,21915:1,
1032:1,12272:1,
690:1,12750:1,
3629:1,8765:1,
1495:1,7980:1,
3684:1,9372:1,
1548:1,20252:1,
1536:1,10727:1,
1853:1,10036:1,
3114:1,19400:1,
1760:1,10021:1,
163:1,27661:1,
597:1,28493:1,
2232:1,12097:1,
914:1,12441:1,
1875:1,34338:1,
1055:1,10049:1,
215:1,17212:1,
1234:1,21093:1,
658:1,14627:1,
1704:1,7785:1,
1026:1,8799:1,
1391:1,9126:1,
4158:1,11260:1,
62:1,25078:1,
2665:1,8718:1,
292:1,17763:1,
538:1,12670:1,
45:1,17508:1,
3032:1,17927:1,
3809:1,11437:1,
4636:1,13641:1,
836:1,34767:1,
3147:1,25930:1,
4353:1,8448:1,
782:1,23866:1,
559:1,12963:1,
1881:1,12770:1,
124:1,10207:1,
2960:1,8025:1,
174:1,10236:1,
977:1,29460:1,
4793:1,8309:1,
6302:1,23134:1,
632:1,29278:1,
8:1,9080:1,
799:1,8756:1,
45:1,11639:1,
4347:1,11166:1,
3805:1,10104:1,
2484:1,14504:1,
27:1,12782:1,
3116:1,21939:1,
2505:1,28376:1,
683:1,8514:1,
386:1,11656:1,
6111:1,26619:1,
656:1,9385:1,
726:1,15454:1,
2622:1,7851:1,
1146:1,12248:1,
436:1,11179:1,
769:1,17308:1,
548:1,18192:1,
439:1,28720:1,
409:1,10607:1,
887:1,9972:1,
925:1,8001:1,
103:1,13848:1,
1569:1,22677:1,
1173:1,12921:1,
41:1,23427:1,
699:1,15293:1,
977:1,11917:1,
4460:1,23796:1,
983:1,11667:1,
1370:1,11268:1,
564:1,15767:1,
2093:1,24821:1,
13:1,16367:1,
883:1,12658:1,
572:1,12415:1,
4019:1,18858:1,
1143:1,10697:1,
41:1,21825:1,
8:1,12657:1,
1800:1,12562:1,
13:1,20019:1,
3411:1,10451:1,
894:1,15195:1,
4146:1,26657:1,
1542:1,22211:1,
2269:1,16504:1,
174:1,12782:1,
3042:1,14438:1,
590:1,28595:1,
2692:1,14708:1,
53:1,8896:1,
2709:1,9183:1,
4319:1,15853:1,
176:1,14027:1,
104:1,14686:1,
5589:1,21594:1,
731:1,9764:1,
1029:1,13281:1,
5129:1,15407:1,
3983:1,12964:1,
3435:1,12178:1,
3736:1,16972:1,
719:1,14765:1,
6572:1,9342:1,
2823:1,33340:1,
75:1,14458:1,
1159:1,13610:1,
3182:1,35567:1,
5605:1,11390:1,
2487:1,13815:1,
359:1,33272:1,
1221:1,12159:1,
593:1,9029:1,
3150:1,17894:1,
632:1,20608:1,
1485:1,13164:1,
3693:1,11340:1,
3088:1,12730:1,
323:1,35568:1,
1541:1,20179:1,
4956:1,23923:1,
458:1,21797:1,
124:1,14920:1,
433:1,14317:1,
89:1,14812:1,
6099:1,14489:1,
3809:1,14716:1,
6591:1,13231:1,
2238:1,12519:1,
6636:1,9256:1,
1544:1,12389:1,
13:1,9129:1,
62:1,22036:1,
499:1,17708:1,
3194:1,11429:1,
6253:1,35569:1,
242:1,9759:1,
3544:1,20798:1,
4790:1,13599:1,
7133:1,18169:1,
676:1,27446:1,
2726:1,11877:1,
388:1,34571:1,
1381:1,14515:1,
373:1,9520:1,
3636:1,12552:1,
40:1,23475:1,
6155:1,14385:1,
1975:1,11145:1,
1904:1,19521:1,
2499:1,22992:1,
1780:1,28170:1,
708:1,13386:1,
1358:1,12623:1,
560:1,15731:1,
3704:1,17086:1,
6403:1,16461:1,
762:1,16822:1,
3328:1,11125:1,
1571:1,8009:1,
409:1,9462:1,
3861:1,35570:1,
930:1,12269:1,
69:1,9582:1,
1074:1,13381:1,
1068:1,12366:1,
340:1,35571:1,
354:1,12520:1,
5543:1,12113:1,
2516:1,17226:1,
4222:1,18681:1,
234:1,15586:1,
346:1,7979:1,
3306:1,10398:1,
166:1,8532:1,
2282:1,29328:1,
97:1,8311:1,
410:1,9075:1,
4472:1,11887:1,
1995:1,10325:1,
796:1,16497:1,
1326:1,11255:1,
5972:1,29640:1,
708:1,9809:1,
246:1,18449:1,
2599:1,20136:1,
290:1,15348:1,
6014:1,12369:1,
1302:1,12809:1,
2745:1,14180:1,
3371:1,13731:1,
5962:1,9146:1,
836:1,17724:1,
4247:1,26321:1,
282:1,12606:1,
3849:1,9087:1,
321:1,12453:1,
158:1,25992:1,
6124:1,21558:1,
6048:1,11238:1,
1194:1,8428:1,
207:1,19273:1,
8:1,12750:1,
292:1,25613:1,
596:1,11808:1,
1382:1,9239:1,
2785:1,14180:1,
497:1,13884:1,
2605:1,13840:1,
109:1,20515:1,
6128:1,16315:1,
2284:1,18072:1,
5224:1,14851:1,
2701:1,9564:1,
113:1,25917:1,
3416:1,20640:1,
4447:1,11660:1,
2631:1,31743:1,
3163:1,11706:1,
1209:1,17796:1,
1002:1,19198:1,
4531:1,14557:1,
2193:1,10706:1,
4122:1,11979:1,
155:1,21716:1,
1862:1,20416:1,
29:1,15437:1,
6069:1,11336:1,
4002:1,7837:1,
1004:1,16260:1,
5610:1,10879:1,
1639:1,19215:1,
453:1,10022:1,
190:1,20903:1,
3678:1,29872:1,
5878:1,11403:1,
3247:1,23366:1,
2007:1,10426:1,
109:1,21481:1,
75:1,7810:1,
1982:1,8142:1,
7765:1,35572:1,
44:1,21150:1,
2043:1,14840:1,
1296:1,23545:1,
884:1,8204:1,
1132:1,21795:1,
3964:1,9035:1,
1606:1,13118:1,
1204:1,12204:1,
64:1,13760:1,
2116:1,20201:1,
1590:1,18785:1,
666:1,15065:1,
666:1,11941:1,
6:1,12151:1,
791:1,18562:1,
508:1,25489:1,
4402:1,28625:1,
4347:1,14799:1,
4490:1,10833:1,
1066:1,8546:1,
792:1,19617:1,
3177:1,10701:1,
3273:1,14527:1,
229:1,21015:1,
4067:1,16226:1,
498:1,10446:1,
1810:1,8038:1,
433:1,8540:1,
2372:1,9163:1,
2259:1,24339:1,
3167:1,35573:1,
6195:1,32941:1,
4301:1,21917:1,
907:1,11499:1,
284:1,19894:1,
48:1,14977:1,
714:1,22079:1,
389:1,35574:1,
3704:1,16857:1,
880:1,18080:1,
4124:1,13378:1,
625:1,10022:1,
1419:1,35575:1,
995:1,10614:1,
190:1,8715:1,
160:1,18064:1,
250:1,13781:1,
4663:1,18062:1,
367:1,12890:1,
295:1,10759:1,
656:1,10178:1,
1711:1,11268:1,
2229:1,30756:1,
870:1,10615:1,
1933:1,10059:1,
1135:1,12119:1,
396:1,22778:1,
1994:1,14979:1,
4316:1,10385:1,
5951:1,8394:1,
3270:1,13303:1,
5734:1,11399:1,
4112:1,20261:1,
5603:1,14712:1,
794:1,9954:1,
1156:1,8563:1,
293:1,12868:1,
985:1,9495:1,
796:1,10985:1,
1307:1,15177:1,
1380:1,11636:1,
1536:1,16737:1,
451:1,26133:1,
1242:1,10776:1,
2457:1,35576:1,
295:1,10403:1,
464:1,13177:1,
81:1,14595:1,
2099:1,35577:1,
3684:1,10324:1,
149:1,12441:1,
535:1,8635:1,
1950:1,18707:1,
179:1,8831:1,
1986:1,17249:1,
831:1,25266:1,
